YEAR,MONTH,STATE,FIRES,MEETING_DATE
2005,NOV,Roraima,135,2005-01-01
2006,NOV,Roraima,26,2006-01-01
2007,NOV,Roraima,112,2007-01-01
2008,NOV,Roraima,39,2008-01-01
2009,NOV,Roraima,312,2009-01-01
2010,NOV,Roraima,27,2010-01-01
2011,NOV,Roraima,0,2011-01-01
2012,NOV,Roraima,187,2012-01-01
2013,NOV,Roraima,106,2013-01-01
2014,NOV,Roraima,143,2014-01-01
2015,NOV,Roraima,280,2015-01-01
2016,NOV,Roraima,71,2016-01-01
2017,NOV,Roraima,327,2017-01-01
1998,DEC,Roraima,16,1998-01-01
1999,DEC,Roraima,35,1999-01-01
2000,DEC,Roraima,77,2000-01-01
2001,DEC,Roraima,76,2001-01-01
2002,DEC,Roraima,199,2002-01-01
2003,DEC,Roraima,157,2003-01-01
2004,DEC,Roraima,160,2004-01-01
2005,DEC,Roraima,71,2005-01-01
2006,DEC,Roraima,101,2006-01-01
2007,DEC,Roraima,8,2007-01-01
2008,DEC,Roraima,5,2008-01-01
2009,DEC,Roraima,290,2009-01-01
2010,DEC,Roraima,73,2010-01-01
2011,DEC,Roraima,249,2011-01-01
2012,DEC,Roraima,78,2012-01-01
2013,DEC,Roraima,65,2013-01-01
2014,DEC,Roraima,277,2014-01-01
2015,DEC,Roraima,304,2015-01-01
2016,DEC,Roraima,136,2016-01-01
1998,JAN,Santa catarina,0,1998-01-01
1999,JAN,Santa catarina,11,1999-01-01
2000,JAN,Santa catarina,14,2000-01-01
2001,JAN,Santa catarina,11,2001-01-01
2002,JAN,Santa catarina,22,2002-01-01
2003,JAN,Santa catarina,45,2003-01-01
2004,JAN,Santa catarina,37,2004-01-01
2005,JAN,Santa catarina,46,2005-01-01
2006,JAN,Santa catarina,41,2006-01-01
2007,JAN,Santa catarina,9,2007-01-01
2008,JAN,Santa catarina,25,2008-01-01
2009,JAN,Santa catarina,21,2009-01-01
2010,JAN,Santa catarina,2,2010-01-01
2011,JAN,Santa catarina,9,2011-01-01
2012,JAN,Santa catarina,14,2012-01-01
2013,JAN,Santa catarina,18,2013-01-01
2014,JAN,Santa catarina,58,2014-01-01
2015,JAN,Santa catarina,28,2015-01-01
2016,JAN,Santa catarina,53,2016-01-01
2017,JAN,Santa catarina,46,2017-01-01
1998,FEB,Santa catarina,0,1998-01-01
1999,FEB,Santa catarina,2,1999-01-01
2000,FEB,Santa catarina,8,2000-01-01
2001,FEB,Santa catarina,0,2001-01-01
2002,FEB,Santa catarina,5,2002-01-01
2003,FEB,Santa catarina,43,2003-01-01
2004,FEB,Santa catarina,29,2004-01-01
2005,FEB,Santa catarina,46,2005-01-01
2006,FEB,Santa catarina,18,2006-01-01
2007,FEB,Santa catarina,14,2007-01-01
2008,FEB,Santa catarina,29,2008-01-01
2009,FEB,Santa catarina,7,2009-01-01
2010,FEB,Santa catarina,15,2010-01-01
2011,FEB,Santa catarina,1,2011-01-01
2012,FEB,Santa catarina,13,2012-01-01
2013,FEB,Santa catarina,12,2013-01-01
2014,FEB,Santa catarina,27,2014-01-01
2015,FEB,Santa catarina,23,2015-01-01
2016,FEB,Santa catarina,10,2016-01-01
2017,FEB,Santa catarina,31,2017-01-01
1998,MAR,Santa catarina,0,1998-01-01
1999,MAR,Santa catarina,7,1999-01-01
2000,MAR,Santa catarina,46,2000-01-01
2001,MAR,Santa catarina,1,2001-01-01
2002,MAR,Santa catarina,12,2002-01-01
2003,MAR,Santa catarina,58,2003-01-01
2004,MAR,Santa catarina,73,2004-01-01
2005,MAR,Santa catarina,92,2005-01-01
2006,MAR,Santa catarina,48,2006-01-01
2007,MAR,Santa catarina,23,2007-01-01
2008,MAR,Santa catarina,14,2008-01-01
2009,MAR,Santa catarina,33,2009-01-01
2010,MAR,Santa catarina,9,2010-01-01
2011,MAR,Santa catarina,8,2011-01-01
2012,MAR,Santa catarina,65,2012-01-01
2013,MAR,Santa catarina,14,2013-01-01
2014,MAR,Santa catarina,15,2014-01-01
2015,MAR,Santa catarina,37,2015-01-01
2016,MAR,Santa catarina,21,2016-01-01
2017,MAR,Santa catarina,12,2017-01-01
1998,APR,Santa catarina,0,1998-01-01
1999,APR,Santa catarina,0,1999-01-01
2000,APR,Santa catarina,7,2000-01-01
2001,APR,Santa catarina,1,2001-01-01
2002,APR,Santa catarina,7,2002-01-01
2003,APR,Santa catarina,120,2003-01-01
2004,APR,Santa catarina,59,2004-01-01
2005,APR,Santa catarina,25,2005-01-01
2006,APR,Santa catarina,30,2006-01-01
2007,APR,Santa catarina,2,2007-01-01
2008,APR,Santa catarina,31,2008-01-01
2009,APR,Santa catarina,57,2009-01-01
2010,APR,Santa catarina,19,2010-01-01
2011,APR,Santa catarina,5,2011-01-01
2012,APR,Santa catarina,40,2012-01-01
2013,APR,Santa catarina,46,2013-01-01
2014,APR,Santa catarina,34,2014-01-01
2015,APR,Santa catarina,32,2015-01-01
2016,APR,Santa catarina,36,2016-01-01
2017,APR,Santa catarina,26,2017-01-01
1998,MAY,Santa catarina,0,1998-01-01
1999,MAY,Santa catarina,1,1999-01-01
2000,MAY,Santa catarina,0,2000-01-01
2001,MAY,Santa catarina,2,2001-01-01
2002,MAY,Santa catarina,3,2002-01-01
2003,MAY,Santa catarina,84,2003-01-01
2004,MAY,Santa catarina,2,2004-01-01
2005,MAY,Santa catarina,21,2005-01-01
2006,MAY,Santa catarina,33,2006-01-01
2007,MAY,Santa catarina,2,2007-01-01
2008,MAY,Santa catarina,15,2008-01-01
2009,MAY,Santa catarina,33,2009-01-01
2010,MAY,Santa catarina,1,2010-01-01
2011,MAY,Santa catarina,16,2011-01-01
2012,MAY,Santa catarina,60,2012-01-01
2013,MAY,Santa catarina,52,2013-01-01
2014,MAY,Santa catarina,42,2014-01-01
2015,MAY,Santa catarina,70,2015-01-01
2016,MAY,Santa catarina,26,2016-01-01
2017,MAY,Santa catarina,36,2017-01-01
1998,JUNE,Santa catarina,2,1998-01-01
1999,JUNE,Santa catarina,0,1999-01-01
2000,JUNE,Santa catarina,2,2000-01-01
2001,JUNE,Santa catarina,1,2001-01-01
2002,JUNE,Santa catarina,0,2002-01-01
2003,JUNE,Santa catarina,68,2003-01-01
2004,JUNE,Santa catarina,127,2004-01-01
2005,JUNE,Santa catarina,58,2005-01-01
2006,JUNE,Santa catarina,32,2006-01-01
2007,JUNE,Santa catarina,11,2007-01-01
2008,JUNE,Santa catarina,2,2008-01-01
2009,JUNE,Santa catarina,14,2009-01-01
2010,JUNE,Santa catarina,1,2010-01-01
2011,JUNE,Santa catarina,26,2011-01-01
2012,JUNE,Santa catarina,42,2012-01-01
2013,JUNE,Santa catarina,31,2013-01-01
2014,JUNE,Santa catarina,3,2014-01-01
2015,JUNE,Santa catarina,104,2015-01-01
2016,JUNE,Santa catarina,79,2016-01-01
2017,JUNE,Santa catarina,70,2017-01-01
1998,JULY,Santa catarina,0,1998-01-01
1999,JULY,Santa catarina,2,1999-01-01
2000,JULY,Santa catarina,21,2000-01-01
2001,JULY,Santa catarina,5,2001-01-01
2002,JULY,Santa catarina,82,2002-01-01
2003,JULY,Santa catarina,43,2003-01-01
2004,JULY,Santa catarina,94,2004-01-01
2005,JULY,Santa catarina,90,2005-01-01
2006,JULY,Santa catarina,74,2006-01-01
2007,JULY,Santa catarina,12,2007-01-01
2008,JULY,Santa catarina,46,2008-01-01
2009,JULY,Santa catarina,26,2009-01-01
2010,JULY,Santa catarina,31,2010-01-01
2011,JULY,Santa catarina,31,2011-01-01
2012,JULY,Santa catarina,42,2012-01-01
2013,JULY,Santa catarina,69,2013-01-01
2014,JULY,Santa catarina,82,2014-01-01
2015,JULY,Santa catarina,45,2015-01-01
2016,JULY,Santa catarina,480,2016-01-01
2017,JULY,Santa catarina,591,2017-01-01
1998,AUG,Santa catarina,0,1998-01-01
1999,AUG,Santa catarina,51,1999-01-01
2000,AUG,Santa catarina,69,2000-01-01
2001,AUG,Santa catarina,24,2001-01-01
2002,AUG,Santa catarina,702,2002-01-01
2003,AUG,Santa catarina,2,2003-01-01
2004,AUG,Santa catarina,728,2004-01-01
2005,AUG,Santa catarina,391,2005-01-01
2006,AUG,Santa catarina,728,2006-01-01
2007,AUG,Santa catarina,462,2007-01-01
2008,AUG,Santa catarina,0,2008-01-01
2009,AUG,Santa catarina,759,2009-01-01
2010,AUG,Santa catarina,511,2010-01-01
2011,AUG,Santa catarina,175,2011-01-01
2012,AUG,Santa catarina,398,2012-01-01
2013,AUG,Santa catarina,236,2013-01-01
2014,AUG,Santa catarina,459,2014-01-01
2015,AUG,Santa catarina,379,2015-01-01
2016,AUG,Santa catarina,0,2016-01-01
2017,AUG,Santa catarina,713,2017-01-01
1998,SEPT,Santa catarina,6,1998-01-01
1999,SEPT,Santa catarina,101,1999-01-01
2000,SEPT,Santa catarina,36,2000-01-01
2001,SEPT,Santa catarina,18,2001-01-01
2002,SEPT,Santa catarina,416,2002-01-01
2003,SEPT,Santa catarina,1,2003-01-01
2004,SEPT,Santa catarina,755,2004-01-01
2005,SEPT,Santa catarina,116,2005-01-01
2006,SEPT,Santa catarina,530,2006-01-01
2007,SEPT,Santa catarina,617,2007-01-01
2008,SEPT,Santa catarina,233,2008-01-01
2009,SEPT,Santa catarina,47,2009-01-01
2010,SEPT,Santa catarina,198,2010-01-01
2011,SEPT,Santa catarina,450,2011-01-01
2012,SEPT,Santa catarina,188,2012-01-01
2013,SEPT,Santa catarina,303,2013-01-01
2014,SEPT,Santa catarina,208,2014-01-01
2015,SEPT,Santa catarina,156,2015-01-01
2016,SEPT,Santa catarina,644,2016-01-01
2017,SEPT,Santa catarina,626,2017-01-01
1998,OCT,Santa catarina,4,1998-01-01
1999,OCT,Santa catarina,16,1999-01-01
2000,OCT,Santa catarina,55,2000-01-01
2001,OCT,Santa catarina,26,2001-01-01
2002,OCT,Santa catarina,42,2002-01-01
2003,OCT,Santa catarina,669,2003-01-01
2004,OCT,Santa catarina,704,2004-01-01
2005,OCT,Santa catarina,197,2005-01-01
2006,OCT,Santa catarina,269,2006-01-01
2007,OCT,Santa catarina,35,2007-01-01
2008,OCT,Santa catarina,56,2008-01-01
2009,OCT,Santa catarina,252,2009-01-01
2010,OCT,Santa catarina,76,2010-01-01
2011,OCT,Santa catarina,102,2011-01-01
2012,OCT,Santa catarina,34,2012-01-01
2013,OCT,Santa catarina,0,2013-01-01
2014,OCT,Santa catarina,122,2014-01-01
2015,OCT,Santa catarina,21,2015-01-01
2016,OCT,Santa catarina,56,2016-01-01
2017,OCT,Santa catarina,51,2017-01-01
1998,NOV,Santa catarina,21,1998-01-01
1999,NOV,Santa catarina,84,1999-01-01
2000,NOV,Santa catarina,19,2000-01-01
2001,NOV,Santa catarina,66,2001-01-01
2002,NOV,Santa catarina,348,2002-01-01
2003,NOV,Santa catarina,347,2003-01-01
2004,NOV,Santa catarina,279,2004-01-01
2005,NOV,Santa catarina,384,2005-01-01
2006,NOV,Santa catarina,45,2006-01-01
2007,NOV,Santa catarina,26,2007-01-01
2008,NOV,Santa catarina,16,2008-01-01
2009,NOV,Santa catarina,61,2009-01-01
2010,NOV,Santa catarina,88,2010-01-01
2011,NOV,Santa catarina,79,2011-01-01
2012,NOV,Santa catarina,72,2012-01-01
2013,NOV,Santa catarina,84,2013-01-01
2014,NOV,Santa catarina,43,2014-01-01
2015,NOV,Santa catarina,9,2015-01-01
2016,NOV,Santa catarina,156,2016-01-01
2017,NOV,Santa catarina,152,2017-01-01
1998,DEC,Santa catarina,26,1998-01-01
1999,DEC,Santa catarina,89,1999-01-01
2000,DEC,Santa catarina,29,2000-01-01
2001,DEC,Santa catarina,45,2001-01-01
2002,DEC,Santa catarina,76,2002-01-01
2003,DEC,Santa catarina,129,2003-01-01
2004,DEC,Santa catarina,68,2004-01-01
2005,DEC,Santa catarina,17,2005-01-01
2006,DEC,Santa catarina,7,2006-01-01
2007,DEC,Santa catarina,17,2007-01-01
2008,DEC,Santa catarina,29,2008-01-01
2009,DEC,Santa catarina,20,2009-01-01
2010,DEC,Santa catarina,23,2010-01-01
2011,DEC,Santa catarina,24,2011-01-01
2012,DEC,Santa catarina,32,2012-01-01
2013,DEC,Santa catarina,0,2013-01-01
2014,DEC,Santa catarina,45,2014-01-01
2015,DEC,Santa catarina,19,2015-01-01
2016,DEC,Santa catarina,20,2016-01-01
1998,JAN,Sao paulo,0,1998-01-01
1999,JAN,Sao paulo,7,1999-01-01
2000,JAN,Sao paulo,36,2000-01-01
2001,JAN,Sao paulo,26,2001-01-01
2002,JAN,Sao paulo,19,2002-01-01
2003,JAN,Sao paulo,59,2003-01-01
2004,JAN,Sao paulo,37,2004-01-01
2005,JAN,Sao paulo,26,2005-01-01
2006,JAN,Sao paulo,76,2006-01-01
2007,JAN,Sao paulo,14,2007-01-01
2008,JAN,Sao paulo,34,2008-01-01
2009,JAN,Sao paulo,12,2009-01-01
2010,JAN,Sao paulo,45,2010-01-01
2011,JAN,Sao paulo,75,2011-01-01
2012,JAN,Sao paulo,38,2012-01-01
2013,JAN,Sao paulo,36,2013-01-01
2014,JAN,Sao paulo,99,2014-01-01
2015,JAN,Sao paulo,120,2015-01-01
2016,JAN,Sao paulo,85,2016-01-01
2017,JAN,Sao paulo,28,2017-01-01
1998,FEB,Sao paulo,0,1998-01-01
1999,FEB,Sao paulo,47,1999-01-01
2000,FEB,Sao paulo,25,2000-01-01
2001,FEB,Sao paulo,25,2001-01-01
2002,FEB,Sao paulo,19,2002-01-01
2003,FEB,Sao paulo,137,2003-01-01
2004,FEB,Sao paulo,41,2004-01-01
2005,FEB,Sao paulo,78,2005-01-01
2006,FEB,Sao paulo,59,2006-01-01
2007,FEB,Sao paulo,96,2007-01-01
2008,FEB,Sao paulo,30,2008-01-01
2009,FEB,Sao paulo,65,2009-01-01
2010,FEB,Sao paulo,152,2010-01-01
2011,FEB,Sao paulo,73,2011-01-01
2012,FEB,Sao paulo,81,2012-01-01
2013,FEB,Sao paulo,100,2013-01-01
2014,FEB,Sao paulo,112,2014-01-01
2015,FEB,Sao paulo,69,2015-01-01
2016,FEB,Sao paulo,188,2016-01-01
2017,FEB,Sao paulo,107,2017-01-01
1998,MAR,Sao paulo,0,1998-01-01
1999,MAR,Sao paulo,78,1999-01-01
2000,MAR,Sao paulo,26,2000-01-01
2001,MAR,Sao paulo,35,2001-01-01
2002,MAR,Sao paulo,111,2002-01-01
2003,MAR,Sao paulo,86,2003-01-01
2004,MAR,Sao paulo,73,2004-01-01
2005,MAR,Sao paulo,73,2005-01-01
2006,MAR,Sao paulo,106,2006-01-01
2007,MAR,Sao paulo,152,2007-01-01
2008,MAR,Sao paulo,72,2008-01-01
2009,MAR,Sao paulo,55,2009-01-01
2010,MAR,Sao paulo,111,2010-01-01
2011,MAR,Sao paulo,45,2011-01-01
2012,MAR,Sao paulo,99,2012-01-01
2013,MAR,Sao paulo,57,2013-01-01
2014,MAR,Sao paulo,75,2014-01-01
2015,MAR,Sao paulo,68,2015-01-01
2016,MAR,Sao paulo,82,2016-01-01
2017,MAR,Sao paulo,103,2017-01-01
1998,APR,Sao paulo,0,1998-01-01
1999,APR,Sao paulo,291,1999-01-01
2000,APR,Sao paulo,102,2000-01-01
2001,APR,Sao paulo,61,2001-01-01
2002,APR,Sao paulo,178,2002-01-01
2003,APR,Sao paulo,106,2003-01-01
2004,APR,Sao paulo,36,2004-01-01
2005,APR,Sao paulo,62,2005-01-01
2006,APR,Sao paulo,63,2006-01-01
2007,APR,Sao paulo,44,2007-01-01
2008,APR,Sao paulo,84,2008-01-01
2009,APR,Sao paulo,67,2009-01-01
2010,APR,Sao paulo,91,2010-01-01
2011,APR,Sao paulo,52,2011-01-01
2012,APR,Sao paulo,82,2012-01-01
2013,APR,Sao paulo,103,2013-01-01
2014,APR,Sao paulo,103,2014-01-01
2015,APR,Sao paulo,76,2015-01-01
2016,APR,Sao paulo,307,2016-01-01
2017,APR,Sao paulo,41,2017-01-01
1998,MAY,Sao paulo,0,1998-01-01
1999,MAY,Sao paulo,500,1999-01-01
2000,MAY,Sao paulo,300,2000-01-01
2001,MAY,Sao paulo,211,2001-01-01
2002,MAY,Sao paulo,319,2002-01-01
2003,MAY,Sao paulo,69,2003-01-01
2004,MAY,Sao paulo,60,2004-01-01
2005,MAY,Sao paulo,212,2005-01-01
2006,MAY,Sao paulo,88,2006-01-01
2007,MAY,Sao paulo,69,2007-01-01
2008,MAY,Sao paulo,40,2008-01-01
2009,MAY,Sao paulo,142,2009-01-01
2010,MAY,Sao paulo,150,2010-01-01
2011,MAY,Sao paulo,136,2011-01-01
2012,MAY,Sao paulo,82,2012-01-01
2013,MAY,Sao paulo,118,2013-01-01
2014,MAY,Sao paulo,181,2014-01-01
2015,MAY,Sao paulo,65,2015-01-01
2016,MAY,Sao paulo,139,2016-01-01
2017,MAY,Sao paulo,43,2017-01-01
1998,JUNE,Sao paulo,451,1998-01-01
1999,JUNE,Sao paulo,522,1999-01-01
2000,JUNE,Sao paulo,606,2000-01-01
2001,JUNE,Sao paulo,346,2001-01-01
2002,JUNE,Sao paulo,562,2002-01-01
2003,JUNE,Sao paulo,132,2003-01-01
2004,JUNE,Sao paulo,231,2004-01-01
2005,JUNE,Sao paulo,236,2005-01-01
2006,JUNE,Sao paulo,97,2006-01-01
2007,JUNE,Sao paulo,91,2007-01-01
2008,JUNE,Sao paulo,25,2008-01-01
2009,JUNE,Sao paulo,125,2009-01-01
2010,JUNE,Sao paulo,143,2010-01-01
2011,JUNE,Sao paulo,210,2011-01-01
2012,JUNE,Sao paulo,30,2012-01-01
2013,JUNE,Sao paulo,47,2013-01-01
2014,JUNE,Sao paulo,331,2014-01-01
2015,JUNE,Sao paulo,147,2015-01-01
2016,JUNE,Sao paulo,197,2016-01-01
2017,JUNE,Sao paulo,217,2017-01-01
1998,JULY,Sao paulo,596,1998-01-01
1999,JULY,Sao paulo,684,1999-01-01
2000,JULY,Sao paulo,770,2000-01-01
2001,JULY,Sao paulo,538,2001-01-01
2002,JULY,Sao paulo,448,2002-01-01
2003,JULY,Sao paulo,171,2003-01-01
2004,JULY,Sao paulo,342,2004-01-01
2005,JULY,Sao paulo,284,2005-01-01
2006,JULY,Sao paulo,245,2006-01-01
2007,JULY,Sao paulo,94,2007-01-01
2008,JULY,Sao paulo,126,2008-01-01
2009,JULY,Sao paulo,110,2009-01-01
2010,JULY,Sao paulo,600,2010-01-01
2011,JULY,Sao paulo,479,2011-01-01
2012,JULY,Sao paulo,179,2012-01-01
2013,JULY,Sao paulo,181,2013-01-01
2014,JULY,Sao paulo,476,2014-01-01
2015,JULY,Sao paulo,149,2015-01-01
2016,JULY,Sao paulo,687,2016-01-01
2017,JULY,Sao paulo,802,2017-01-01
1998,AUG,Sao paulo,581,1998-01-01
1999,AUG,Sao paulo,1,1999-01-01
2000,AUG,Sao paulo,915,2000-01-01
2001,AUG,Sao paulo,595,2001-01-01
2002,AUG,Sao paulo,719,2002-01-01
2003,AUG,Sao paulo,934,2003-01-01
2004,AUG,Sao paulo,794,2004-01-01
2005,AUG,Sao paulo,522,2005-01-01
2006,AUG,Sao paulo,572,2006-01-01
2007,AUG,Sao paulo,470,2007-01-01
2008,AUG,Sao paulo,153,2008-01-01
2009,AUG,Sao paulo,289,2009-01-01
2010,AUG,Sao paulo,2,2010-01-01
2011,AUG,Sao paulo,1,2011-01-01
2012,AUG,Sao paulo,435,2012-01-01
2013,AUG,Sao paulo,497,2013-01-01
2014,AUG,Sao paulo,1,2014-01-01
2015,AUG,Sao paulo,643,2015-01-01
2016,AUG,Sao paulo,797,2016-01-01
2017,AUG,Sao paulo,981,2017-01-01
1998,SEPT,Sao paulo,525,1998-01-01
1999,SEPT,Sao paulo,0,1999-01-01
2000,SEPT,Sao paulo,582,2000-01-01
2001,SEPT,Sao paulo,425,2001-01-01
2002,SEPT,Sao paulo,302,2002-01-01
2003,SEPT,Sao paulo,977,2003-01-01
2004,SEPT,Sao paulo,809,2004-01-01
2005,SEPT,Sao paulo,231,2005-01-01
2006,SEPT,Sao paulo,694,2006-01-01
2007,SEPT,Sao paulo,495,2007-01-01
2008,SEPT,Sao paulo,486,2008-01-01
2009,SEPT,Sao paulo,116,2009-01-01
2010,SEPT,Sao paulo,2,2010-01-01
2011,SEPT,Sao paulo,1,2011-01-01
2012,SEPT,Sao paulo,813,2012-01-01
2013,SEPT,Sao paulo,560,2013-01-01
2014,SEPT,Sao paulo,882,2014-01-01
2015,SEPT,Sao paulo,368,2015-01-01
2016,SEPT,Sao paulo,490,2016-01-01
2017,SEPT,Sao paulo,3,2017-01-01
1998,OCT,Sao paulo,434,1998-01-01
1999,OCT,Sao paulo,763,1999-01-01
2000,OCT,Sao paulo,647,2000-01-01
2001,OCT,Sao paulo,444,2001-01-01
2002,OCT,Sao paulo,733,2002-01-01
2003,OCT,Sao paulo,422,2003-01-01
2004,OCT,Sao paulo,195,2004-01-01
2005,OCT,Sao paulo,221,2005-01-01
2006,OCT,Sao paulo,153,2006-01-01
2007,OCT,Sao paulo,281,2007-01-01
2008,OCT,Sao paulo,87,2008-01-01
2009,OCT,Sao paulo,64,2009-01-01
2010,OCT,Sao paulo,260,2010-01-01
2011,OCT,Sao paulo,188,2011-01-01
2012,OCT,Sao paulo,206,2012-01-01
2013,OCT,Sao paulo,127,2013-01-01
2014,OCT,Sao paulo,887,2014-01-01
2015,OCT,Sao paulo,0,2015-01-01
2016,OCT,Sao paulo,177,2016-01-01
2017,OCT,Sao paulo,179,2017-01-01
1998,NOV,Sao paulo,488,1998-01-01
1999,NOV,Sao paulo,398,1999-01-01
2000,NOV,Sao paulo,96,2000-01-01
2001,NOV,Sao paulo,168,2001-01-01
2002,NOV,Sao paulo,72,2002-01-01
2003,NOV,Sao paulo,155,2003-01-01
2004,NOV,Sao paulo,144,2004-01-01
2005,NOV,Sao paulo,163,2005-01-01
2006,NOV,Sao paulo,43,2006-01-01
2007,NOV,Sao paulo,50,2007-01-01
2008,NOV,Sao paulo,20,2008-01-01
2009,NOV,Sao paulo,83,2009-01-01
2010,NOV,Sao paulo,104,2010-01-01
2011,NOV,Sao paulo,87,2011-01-01
2012,NOV,Sao paulo,50,2012-01-01
2013,NOV,Sao paulo,120,2013-01-01
2014,NOV,Sao paulo,56,2014-01-01
2015,NOV,Sao paulo,21,2015-01-01
2016,NOV,Sao paulo,39,2016-01-01
2017,NOV,Sao paulo,37,2017-01-01
1998,DEC,Sao paulo,121,1998-01-01
1999,DEC,Sao paulo,47,1999-01-01
2000,DEC,Sao paulo,23,2000-01-01
2001,DEC,Sao paulo,52,2001-01-01
2002,DEC,Sao paulo,57,2002-01-01
2003,DEC,Sao paulo,58,2003-01-01
2004,DEC,Sao paulo,102,2004-01-01
2005,DEC,Sao paulo,15,2005-01-01
2006,DEC,Sao paulo,13,2006-01-01
2007,DEC,Sao paulo,21,2007-01-01
2008,DEC,Sao paulo,36,2008-01-01
2009,DEC,Sao paulo,37,2009-01-01
2010,DEC,Sao paulo,52,2010-01-01
2011,DEC,Sao paulo,53,2011-01-01
2012,DEC,Sao paulo,64,2012-01-01
2013,DEC,Sao paulo,0,2013-01-01
2014,DEC,Sao paulo,57,2014-01-01
2015,DEC,Sao paulo,45,2015-01-01
2016,DEC,Sao paulo,47,2016-01-01
1998,JAN,Sergipe,0,1998-01-01
1999,JAN,Sergipe,36,1999-01-01
2000,JAN,Sergipe,1,2000-01-01
2001,JAN,Sergipe,2,2001-01-01
2002,JAN,Sergipe,1,2002-01-01
2003,JAN,Sergipe,198,2003-01-01
2004,JAN,Sergipe,16,2004-01-01
2005,JAN,Sergipe,80,2005-01-01
2006,JAN,Sergipe,36,2006-01-01
2007,JAN,Sergipe,56,2007-01-01
2008,JAN,Sergipe,100,2008-01-01
2009,JAN,Sergipe,60,2009-01-01
2010,JAN,Sergipe,29,2010-01-01
2011,JAN,Sergipe,36,2011-01-01
2012,JAN,Sergipe,39,2012-01-01
2013,JAN,Sergipe,34,2013-01-01
2014,JAN,Sergipe,20,2014-01-01
2015,JAN,Sergipe,44,2015-01-01
2016,JAN,Sergipe,9,2016-01-01
2017,JAN,Sergipe,31,2017-01-01
1998,FEB,Sergipe,0,1998-01-01
1999,FEB,Sergipe,25,1999-01-01
2000,FEB,Sergipe,6,2000-01-01
2001,FEB,Sergipe,2,2001-01-01
2002,FEB,Sergipe,6,2002-01-01
2003,FEB,Sergipe,50,2003-01-01
2004,FEB,Sergipe,10,2004-01-01
2005,FEB,Sergipe,19,2005-01-01
2006,FEB,Sergipe,36,2006-01-01
2007,FEB,Sergipe,22,2007-01-01
2008,FEB,Sergipe,67,2008-01-01
2009,FEB,Sergipe,64,2009-01-01
2010,FEB,Sergipe,33,2010-01-01
2011,FEB,Sergipe,31,2011-01-01
2012,FEB,Sergipe,34,2012-01-01
2013,FEB,Sergipe,47,2013-01-01
2014,FEB,Sergipe,18,2014-01-01
2015,FEB,Sergipe,40,2015-01-01
2016,FEB,Sergipe,22,2016-01-01
2017,FEB,Sergipe,18,2017-01-01
1998,MAR,Sergipe,0,1998-01-01
1999,MAR,Sergipe,18,1999-01-01
2000,MAR,Sergipe,6,2000-01-01
2001,MAR,Sergipe,1,2001-01-01
2002,MAR,Sergipe,7,2002-01-01
2003,MAR,Sergipe,62,2003-01-01
2004,MAR,Sergipe,36,2004-01-01
2005,MAR,Sergipe,28,2005-01-01
2006,MAR,Sergipe,41,2006-01-01
2007,MAR,Sergipe,2,2007-01-01
2008,MAR,Sergipe,43,2008-01-01
2009,MAR,Sergipe,29,2009-01-01
2010,MAR,Sergipe,44,2010-01-01
2011,MAR,Sergipe,47,2011-01-01
2012,MAR,Sergipe,71,2012-01-01
2013,MAR,Sergipe,0,2013-01-01
2014,MAR,Sergipe,33,2014-01-01
2015,MAR,Sergipe,49,2015-01-01
2016,MAR,Sergipe,26,2016-01-01
2017,MAR,Sergipe,16,2017-01-01
1998,APR,Sergipe,0,1998-01-01
1999,APR,Sergipe,6,1999-01-01
2000,APR,Sergipe,1,2000-01-01
2001,APR,Sergipe,0,2001-01-01
2002,APR,Sergipe,12,2002-01-01
2003,APR,Sergipe,48,2003-01-01
2004,APR,Sergipe,13,2004-01-01
2005,APR,Sergipe,8,2005-01-01
2006,APR,Sergipe,9,2006-01-01
2007,APR,Sergipe,1,2007-01-01
2008,APR,Sergipe,2,2008-01-01
2009,APR,Sergipe,19,2009-01-01
2010,APR,Sergipe,1,2010-01-01
2011,APR,Sergipe,12,2011-01-01
2012,APR,Sergipe,40,2012-01-01
2013,APR,Sergipe,15,2013-01-01
2014,APR,Sergipe,7,2014-01-01
2015,APR,Sergipe,35,2015-01-01
2016,APR,Sergipe,14,2016-01-01
2017,APR,Sergipe,8,2017-01-01
1998,MAY,Sergipe,0,1998-01-01
1999,MAY,Sergipe,0,1999-01-01
2000,MAY,Sergipe,0,2000-01-01
2001,MAY,Sergipe,3,2001-01-01
2002,MAY,Sergipe,0,2002-01-01
2003,MAY,Sergipe,2,2003-01-01
2004,MAY,Sergipe,5,2004-01-01
2005,MAY,Sergipe,0,2005-01-01
2006,MAY,Sergipe,0,2006-01-01
2007,MAY,Sergipe,0,2007-01-01
2008,MAY,Sergipe,0,2008-01-01
2009,MAY,Sergipe,0,2009-01-01
2010,MAY,Sergipe,0,2010-01-01
2011,MAY,Sergipe,0,2011-01-01
2012,MAY,Sergipe,17,2012-01-01
2013,MAY,Sergipe,1,2013-01-01
2014,MAY,Sergipe,1,2014-01-01
2015,MAY,Sergipe,11,2015-01-01
2016,MAY,Sergipe,9,2016-01-01
2017,MAY,Sergipe,1,2017-01-01
1998,JUNE,Sergipe,0,1998-01-01
1999,JUNE,Sergipe,0,1999-01-01
2000,JUNE,Sergipe,0,2000-01-01
